welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,test_resp.rt,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,14,1,91,P,T,A,E,c,,0.213,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,42,1,91,e,T,d,e,,,0.294,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,31,1,91,t,T,B,E,,m,0.225,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,15,1,91,P,T,A,E,c,,0.11,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,32,1,91,T,t,E,B,,c,0.044,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,21,1,91,q,P,F,A,m,,0.229,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,0,1,91,P,t,A,B,,,0.194,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,20,1,91,q,P,F,A,m,,0.145,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,11,1,91,P,e,A,D,c,,0.194,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,9,1,91,f,P,C,A,m,,0.145,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,22,1,91,t,f,B,C,,m,0.077,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,12,1,91,e,P,D,A,m,,0.212,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,33,1,91,T,t,E,B,,c,0.063,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,29,1,91,e,t,D,B,,c,0.13,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,16,1,91,T,P,E,A,m,,0.179,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,8,1,91,f,P,C,A,m,,0.243,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,30,1,91,t,T,B,E,,m,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,27,1,91,t,e,B,D,,m,0.143,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,34,1,91,t,q,B,F,,m,0.194,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,40,1,91,f,q,c,f,,,0.228,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,39,1,91,T,f,e,c,,,0.129,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,23,1,91,t,f,B,C,,m,0.112,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,24,1,91,f,t,C,B,,c,0.094,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,13,1,91,e,P,D,A,m,,0.094,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,31,1,91,t,T,B,E,,m,0.127,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,3,1,91,e,f,D,C,,,0.18,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,27,1,91,t,e,B,D,,m,0.127,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,36,1,91,q,t,F,B,,c,0.21,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,44,1,91,e,q,d,f,,,0.046,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,18,1,91,P,q,A,F,c,,0.094,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,14,1,91,P,T,A,E,c,,0.079,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,10,1,91,P,e,A,D,c,,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,12,1,91,e,P,D,A,m,,0.025,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,33,1,91,T,t,E,B,,c,0.31,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,21,1,91,q,P,F,A,m,,0.209,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,35,1,91,t,q,B,F,,m,0.095,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,40,1,91,f,q,c,f,,,0.175,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,30,1,91,t,T,B,E,,m,0.062,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,34,1,91,t,q,B,F,,m,0.146,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,6,1,91,P,f,A,C,c,,0.246,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,5,1,91,q,T,F,E,,,0.195,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,11,1,91,P,e,A,D,c,,0.011,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,38,1,91,f,T,C,E,,,0.079,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,26,1,91,t,e,B,D,,m,0.112,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,25,1,91,f,t,C,B,,c,0.211,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,24,1,91,f,t,C,B,,c,0.261,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,0,1,91,P,t,A,B,,,0.229,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,8,1,91,f,P,C,A,m,,0.143,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,1,1,91,t,P,B,A,,,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,37,1,91,q,t,F,B,,c,0.229,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,9,1,91,f,P,C,A,m,,0.042,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,15,1,91,P,T,A,E,c,,0.227,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,22,1,91,t,f,B,C,,m,0.21,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,29,1,91,e,t,D,B,,c,0.196,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,16,1,91,T,P,E,A,m,,0.162,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,17,1,91,T,P,E,A,m,,0.127,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,45,1,91,q,e,f,d,,,0.129,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,28,1,91,e,t,D,B,,c,0.362,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,4,1,91,T,q,E,F,,,0.212,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,41,1,91,q,f,f,c,,,0.079,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,2,1,91,f,e,C,D,,,0.094,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,39,1,91,T,f,e,c,,,0.026,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,42,1,91,e,T,d,e,,,0.211,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,7,1,91,P,f,A,C,c,,0.179,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,20,1,91,q,P,F,A,m,,0.211,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,43,1,91,T,e,e,d,,,0.245,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,19,1,91,P,q,A,F,c,,0.211,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,32,1,91,T,t,E,B,,c,0.229,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,23,1,91,t,f,B,C,,m,0.163,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.824
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,space,0.675,m,1,0.456,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,24,1,179,C,l,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.424,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,4,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.524,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,19,1,179,Y,F,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.414,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,3,1,179,p,H,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.376,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,12,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.395,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,17,1,179,F,Y,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.446,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,26,1,179,l,C,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.476,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,29,1,179,C,l,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.363,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,22,1,179,l,C,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.379,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,28,1,179,C,l,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.479,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,13,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.595,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,23,1,179,C,l,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.458,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,6,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.445,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,20,1,179,l,C,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.358,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,9,1,179,H,p,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.412,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,10,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.345,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,1,1,179,p,H,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.361,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,15,1,179,F,Y,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.395,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,16,1,179,F,Y,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.328,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,0,1,179,p,H,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.378,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,8,1,179,p,H,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.393,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,18,1,179,F,Y,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.411,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,5,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.376,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,14,1,179,F,Y,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.329,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,25,1,179,C,l,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.413,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,27,1,179,l,C,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.378,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,2,1,179,p,H,c,c,,,,,,,,,,,,,,,,,,,,,,
