letter10,letter20,corrAns0,letterset,letterset2,letterset3,letter1,letter2,corrAns,letterA,letterC,letterE,letter3,letter4,letterA2,letterB2,pickA,avoidB,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,text.started,text.stopped,welc_resp.keys,welc_resp.rt,welc_resp.started,welc_resp.stopped,instr1.started,instr1.stopped,intr0_resp.keys,intr0_resp.rt,intr0_resp.started,intr0_resp.stopped,fixation0.started,fixation0.stopped,letter0_1.started,letter0_1.stopped,letter0_2.started,letter0_2.stopped,prep_resp.keys,prep_resp.corr,prep_resp.rt,prep_resp.started,prep_resp.stopped,prep_feedb.started,prep_feedb.stopped,prep_outro.started,prep_outro.stopped,outro_resp.keys,outro_resp.rt,outro_resp.started,outro_resp.stopped,pract_intr.started,pract_intr.stopped,instr1_resp.keys,instr1_resp.rt,instr1_resp.started,instr1_resp.stopped,resp1,resp2,resp3,response1,response2,response3,Corr1,Corr2,Corr3,jitter,myCount1,myCount2,myCount3,myCount,fixation1.started,fixation1.stopped,letter1_1.started,letter1_1.stopped,letter1_2.started,letter1_2.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,blank_feed.started,blank_feed.stopped,feedb.started,feedb.stopped,instr2.started,instr2.stopped,instr2_resp.keys,instr2_resp.rt,instr2_resp.started,instr2_resp.stopped,instr3.started,instr3.stopped,instr3_resp.keys,instr3_resp.rt,instr3_resp.started,instr3_resp.stopped,posLB,negLB,fixation2.started,fixation2.stopped,letter2_1.started,letter2_1.stopped,letter2_2.started,letter2_2.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,check.started,check.stopped,check_resp.keys,check_resp.rt,check_resp.started,check_resp.stopped,participant,,date,expName,psychopyVersion,frameRate,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,W,d,f,None,None,,,,,0,0,0,1,,,,,0,41,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,191.1969474744983,192.04678653972223,192.06335881457198,None,192.06335881457198,None,m,0.034042623126879334,192.06335881457198,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,b,f,d,None,None,,,,,0,0,0,1,,,,,0,42,42,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,192.11428829480428,193.08015329844784,193.09688158158679,None,193.09688158158679,None,m,0.017103934194892645,193.09688158158679,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,W,A,F,c,None,,,,,0,0,0,1,,,,,0,43,43,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,193.13076768326573,194.08019743242767,194.08019743242767,None,194.08019743242767,None,m,0.06683615443762392,194.08019743242767,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,o,D,C,None,None,,,,,0,0,0,1,,,,,0,44,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,194.1643243203871,194.76353883987758,194.78025172732305,None,194.78025172732305,None,m,0.2348307721549645,194.78025172732305,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,V,B,E,None,m,,,,,0,0,0,1,,,,,0,45,45,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,195.03303318866529,195.94669447443448,195.96337913675234,None,195.96337913675234,None,m,0.1670508710667491,195.96337913675234,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,b,B,D,None,m,,,,,0,0,0,1,,,,,1,0,46,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,196.14689040835947,196.79704159253743,196.81362310471013,None,196.81362310471013,None,m,0.21712589857634157,196.81362310471013,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,s,B,A,None,None,,,,,0,0,0,1,,,,,1,1,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,197.04668287641834,197.58044632698875,197.59696009883191,None,197.59696009883191,None,m,0.23378284892532974,197.59696009883191,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,J,E,B,None,c,,,,,0,0,0,1,,,,,1,2,48,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,197.847263904172,198.596938031842,198.61369197419845,None,198.61369197419845,None,m,0.2004915283760056,198.61369197419845,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,s,D,A,m,None,,,,,0,0,0,1,,,,,1,3,49,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,198.83178317325655,199.4811553430045,199.4981150723761,None,199.4981150723761,None,m,0.217975732521154,199.4981150723761,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,o,D,C,None,None,,,,,0,0,0,1,,,,,1,4,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,199.73482256114949,200.4649412711151,200.48229050764348,None,200.48229050764348,None,m,0.18322645407170057,200.48229050764348,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,b,C,D,None,None,,,,,0,0,0,1,,,,,1,5,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200.69003795506433,201.4319311757572,201.4319311757572,None,201.4319311757572,None,m,0.06769368622917682,201.4319311757572,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,s,C,A,m,None,,,,,0,0,0,1,,,,,1,6,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,201.51937785581686,202.41536403272767,202.41536403272767,None,202.41536403272767,None,m,0.03344168374314904,202.41536403272767,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,s,F,A,m,None,,,,,0,0,0,1,,,,,1,7,53,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,202.46766166342422,203.41563140193466,203.41563140193466,None,203.41563140193466,None,m,0.14960105018690228,203.41563140193466,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,b,e,d,None,None,,,,,0,0,0,1,,,,,1,8,54,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,203.58996641717386,204.4646251492668,204.4646251492668,None,204.4646251492668,None,m,0.0664902679855004,204.4646251492668,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,o,B,C,None,m,,,,,0,0,0,1,,,,,1,9,55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,204.55030801345129,205.26448925794102,205.28179641335737,None,205.28179641335737,None,m,0.19972688297275454,205.28179641335737,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,b,A,D,c,None,,,,,0,0,0,1,,,,,1,10,56,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,205.49929026549216,206.48169623978902,206.49709024245385,None,206.49709024245385,None,m,0.15072903025429696,206.49709024245385,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,b,f,d,None,None,,,,,0,0,0,1,,,,,1,11,57,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,206.66590595582966,207.59733421052806,207.61414768220857,None,207.61414768220857,None,m,0.16683020151685923,207.61414768220857,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,s,E,A,m,None,,,,,0,0,0,1,,,,,1,12,58,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,207.7981156882597,208.53138945787214,208.54774978745263,None,208.54774978745263,None,m,0.2345249141799286,208.54774978745263,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,V,B,E,None,m,,,,,0,0,0,1,,,,,1,13,59,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,208.79955568455625,209.44871231680736,209.46433519991115,None,209.46433519991115,None,m,0.23477226914837956,209.46433519991115,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,s,C,A,m,None,,,,,0,0,0,1,,,,,1,14,60,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,209.71669379703235,210.51407665747683,210.53094555309508,None,210.53094555309508,None,m,0.11698918615002185,210.53094555309508,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,J,E,B,None,c,,,,,0,0,0,1,,,,,1,15,61,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,210.6647933712229,211.5308639567811,211.5478200938087,None,211.5478200938087,None,m,0.20031345321331173,211.5478200938087,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,V,A,E,c,None,,,,,0,0,0,1,,,,,1,16,62,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,211.76541042455938,212.29802742041647,212.29802742041647,None,212.29802742041647,None,m,0.2500887810019776,212.29802742041647,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,o,f,c,None,None,,,,,0,0,0,1,,,,,1,17,63,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,212.56569893704727,213.14772895222995,213.16445518250111,None,213.16445518250111,None,m,0.2505824646214023,213.16445518250111,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,J,F,B,None,c,,,,,0,0,0,1,,,,,1,18,64,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,213.43102848378476,214.29780264548026,214.3144575431943,None,214.3144575431943,None,m,0.034251489327289164,214.3144575431943,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,V,C,E,None,None,,,,,0,0,0,1,,,,,1,19,65,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,214.36535263992846,214.914452616591,214.914452616591,None,214.914452616591,None,m,0.317938988446258,214.914452616591,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,o,A,C,c,None,,,,,0,0,0,1,,,,,1,20,66,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,215.2490172511898,216.01564289722592,216.03122369921766,None,216.03122369921766,None,m,0.1836893466534093,216.03122369921766,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,s,D,A,m,None,,,,,0,0,0,1,,,,,1,21,67,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,216.23240956652444,216.86450280610006,216.88227952551097,None,216.88227952551097,None,m,0.2326779622817412,216.88227952551097,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,b,B,D,None,m,,,,,0,0,0,1,,,,,1,22,68,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,217.13185050303582,217.81451040122192,217.8315163172083,None,217.8315163172083,None,m,0.23385931353550404,217.8315163172083,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,J,A,B,None,None,,,,,0,0,0,1,,,,,1,23,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,218.08242260140833,218.84787510719616,218.8646203253884,None,218.8646203253884,None,m,0.13380573701579124,218.8646203253884,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,o,e,c,None,None,,,,,0,0,0,1,,,,,1,24,70,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,219.01671904569957,219.88133937108796,219.89797682047356,None,219.89797682047356,None,m,0.06728980981279165,219.89797682047356,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,J,D,B,None,c,,,,,0,0,0,1,,,,,1,25,71,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,219.9826348546194,220.49809967679903,220.51462987053674,None,220.51462987053674,None,m,0.2678521577036008,220.51462987053674,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,J,D,B,None,c,,,,,0,0,0,1,,,,,1,26,72,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,220.79795711417682,221.73144631879404,221.74807299126405,None,221.74807299126405,None,m,0.0004603267880156636,221.74807299126405,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,W,E,F,None,None,,,,,0,0,0,1,,,,,1,27,73,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,221.76545507169794,222.2985477898037,222.31557525950484,None,222.31557525950484,None,m,0.43276715371757746,222.31557525950484,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,s,E,A,m,None,,,,,0,0,0,1,,,,,1,28,74,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,222.76482795993797,223.58209108409937,223.59817891253624,None,223.59817891253624,None,m,0.2341174454195425,223.59817891253624,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,o,A,C,c,None,,,,,0,0,0,1,,,,,1,29,75,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,223.8500951443566,224.63154823728837,224.6483581167413,None,224.6483581167413,None,m,0.18455919483676553,224.6483581167413,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,J,C,B,None,c,,,,,0,0,0,1,,,,,1,30,76,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,224.85058472270612,225.58170414273627,225.59819071588572,None,225.59819071588572,None,m,0.21745792916044593,225.59819071588572,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,W,B,F,None,m,,,,,0,0,0,1,,,,,1,31,77,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,225.83260221604723,226.6316046875436,226.64826112473384,None,226.64826112473384,None,m,0.1677441835636273,226.64826112473384,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,V,d,e,None,None,,,,,0,0,0,1,,,,,1,32,78,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,226.83279260760173,227.78212279896252,227.79845541657414,None,227.79845541657414,None,m,0.05027157731819898,227.79845541657414,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,W,A,F,c,None,,,,,0,0,0,1,,,,,1,33,79,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,227.86554251832422,228.74852972570807,228.7651846233057,None,228.7651846233057,None,m,0.1168054660083726,228.7651846233057,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,s,F,A,m,None,,,,,0,0,0,1,,,,,1,34,80,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,228.89908375986852,229.8818818073487,229.89884153672028,None,229.89884153672028,None,m,0.05015303159598261,229.89884153672028,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,V,F,E,None,None,,,,,0,0,0,1,,,,,1,35,81,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,229.96532513329294,230.48189843457658,230.49855127942283,None,230.49855127942283,None,m,0.351173858740367,230.49855127942283,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,V,B,E,None,m,,,,,0,0,0,1,,,,,1,36,82,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,230.8651478792308,231.81545979296789,231.83200640860014,None,231.83200640860014,None,m,0.016978717176243663,231.83200640860014,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,V,A,E,c,None,,,,,0,0,0,1,,,,,1,37,83,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,231.86561744334176,232.68190705601592,232.68190705601592,None,232.68190705601592,None,m,0.21687700401525944,232.68190705601592,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,J,C,B,None,c,,,,,0,0,0,1,,,,,1,38,84,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,232.9159480369417,233.74864416581113,233.7653544874629,None,233.7653544874629,None,m,0.18351537710987031,233.7653544874629,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,o,B,C,None,m,,,,,0,0,0,1,,,,,1,39,85,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,233.96605436876416,234.66556314832997,234.6820569059346,None,234.6820569059346,None,m,0.21702788036782295,234.6820569059346,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,W,c,f,None,None,,,,,0,0,0,1,,,,,1,40,86,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,234.91587824374437,235.448820085614,235.448820085614,None,235.448820085614,None,m,0.31682537752203643,235.448820085614,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,W,d,f,None,None,,,,,0,0,0,1,,,,,1,41,87,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,235.7823583506979,236.64873530750629,236.66552055405919,None,236.66552055405919,None,m,0.11749569943640381,236.66552055405919,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,W,A,F,c,None,,,,,0,0,0,1,,,,,1,42,88,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,236.7986309257103,237.7988249094924,237.7988249094924,None,237.7988249094924,None,m,0.0002083530416712165,237.7988249094924,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,J,F,B,None,c,,,,,0,0,0,1,,,,,1,43,89,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,237.8158333915053,238.58236563787796,238.5988948052982,None,238.5988948052982,None,m,0.1842964441748336,238.5988948052982,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
